datasheet_id|line|name|M|T|Sv|inv_sv|inv_sv_descr|W|Ld|OC|base_size|base_size_descr|
000003683|1|Sicaran Punisher|10"|11|2+|-||14|6+|4|Use model||
000003684|1|Sicaran Punisher|10"|11|2+|-||14|6+|4|Use model||
000003685|1|Sicaran Punisher|10"|11|2+|-||14|6+|4|Use model||
000003686|1|Sicaran Punisher|10"|11|2+|-||14|6+|4|Use model||
000003687|1|Falchion|9"|13|2+|-||24|6+|8|Use model||
000003688|1|Falchion|9"|13|2+|-||24|6+|8|Use model||
000003689|1|Falchion|9"|13|2+|-||24|6+|8|Use model||
000003690|1|Falchion|9"|13|2+|-||24|6+|8|Use model||
000003691|1|Da Red Gobbo|6"|2|5+|4||3|7+|1|32mm||
000003692|1||10"|3|4+|-||5|7+|2|40mm||
000003693|1||5"|5|2+|4||6|6+|1|40mm||
000003694|1|Sydonian Dragoons|10"|7|3+|5||7|7+|2|105 x 70mm||
000003695|1|Sydonian Skatros|8"|4|4+|5||4|7+|1|40mm||
000003696|1||5"|5|2+|4||6|6+|1|||
000003697|1||6"|4|3+|4||6|6+|1|||
000003698|1|Ravenwing Talonmaster|6"|4|3+|-||3|6+|2|40mm||
000003699|1|Crisis Sunforge Battlesuits|10"|5|3+|4||4|7+|2|50mm||
000003700|1|Crisis Battlesuits|10"|5|3+|-||4|7+|2|50mm||
000003701|1|Crisis Battlesuits|10"|5|3+|-||4|7+|2|50mm||
000003702|1|Kroot Trail Shaper|7"|3|6+|-||3|7+|1|32mm||
000003703|1|Kroot War Shaper|7"|3|6+|-||3|7+|1|32mm||
000003704|1|Kroot Flesh Shaper|7"|3|6+|-||3|7+|1|32mm||
000003705|1|Kroot Lone-Spear|12"|5|5+|-||6|7+|2|90 x 52mm||
000003706|1|Krootox Rampagers|7"|6|5+|-||5|7+|2|50mm||
000003707|1|Big Mek|6"|5|3+|-||6|7+|1|50mm||
000003709|1|Ufthak Blackhawk|6"|5|4+|5||6|6+|1|50mm||
000003710|1||6"|5|5+|-||1|7+|1|||
000003711|1|Chaos Lord|12"|4|3+|4||5|6+|1|40mm||
000003712|1|Cultist Firebrand|6"|4|4+|-||4|6+|1|32mm||
000003713|1|Cultist Mob with Firearms|6"|3|6+|-||1|7+|1|25mm||
000003714|1|Canoness|12"|3|3+|4||3|7+|1|32mm||
000003715|1|Benefictus|6"|3|5+|5||3|7+|1|32mm||
000003716|1|Acolyte Hybrids With Hand Flamers|6"|4|5+|-||1|7+|2|32mm||
000003717|1|Cadian Castellan|6"|3|5+|5||4|7+|1|28mm||
000003718|1|CADIAN COMMANDER|6"|3|5+|-||3|7+|1|28mm||
000003718|2|VETERAN GUARDSMAN|6"|3|5+|-||1|7+|1|28mm||
000003719|1|PLATOON COMMANDER |6"|3|5+|-||3|7+|1|25mm||
000003719|2|VETERAN HEAVY WEAPONS TEAM|6"|3|5+|-||2|7+|2|50mm||
000003719|3|VETERAN GUARDSMAN|6"|3|5+|-||1|7+|1|25mm||
000003720|1|Primaris Psyker|6"|3|5+|-||3|7+|1|32mm||
000003721|1|Tank Commander|10"|11|2+|-||13|7+|3|Use model||
000003722|1|Death Korps Marshal|6"|3|5+|5||4|7+|1|25mm||
000003723|1|Death Rider Squadron Commander|12"|4|4+|5||5|7+|1|40mm||
000003724|1|Death Rider Commissar|12"|4|4+|5||4|6+|1|40mm||
000003725|1|QUARTERMASTER REVENANT|6"|3|4+|-||3|7+|1|25mm||
000003725|2|MEDICAE SERVITOR|6"|3|4+|-||1|8+|0|25mm||
000003726|1|Cadian Shock Troops|6"|3|5+|-||1|7+|2|25mm||
000003727|1|Catachan Jungle Fighters|6"|3|5+|-||1|7+|2|25mm||
000003728|1|Death Korps Of Krieg|6"|3|5+|-||1|7+|2|25mm||
000003729|1|GUARDSMAN|6"|3|5+|-||1|7+|2|25mm||
000003729|2|HEAVY WEAPONS TEAM|6"|3|5+|-||2|7+|4|50mm||
000003730|1|Chimera|10"|9|3+|-||11|7+|2|Use model||
000003731|1|Taurox|12"|8|3+|-||10|7+|2|Use model||
000003732|1|Taurox Prime|12"|8|3+|-||10|7+|2|Use model||
000003733|1|Storm Chimera|10"|9|3+|-||11|7+|2|Use model||
000003734|1|Aegis Defence Line|-|12|2+|-||10|7+|0|Use model||
000003735|1|Earthshaker Platform|-|8|3+|-||8|7+|2|Use model||
000003736|1|Hydra Platform|-|8|3+|-||8|7+|2|Use model||
000003737|1|Manticore Platform|-|8|3+|-||8|7+|2|Use model||
000003738|1|Sabre Weapons Battery|-|4|4+|-||4|7+|1|Use model||
000003739|1|Armoured Sentinels|8"|8|2+|-||7|7+|2|80mm||
000003740|1|Attilan Rough Riders|12"|4|4+|-||2|7+|1|60 x 35mm||
000003741|1|Baneblade|9"|13|2+|-||24|7+|8|Use model||
000003742|1|Banehammer|9"|13|2+|-||24|7+|8|Use model||
000003743|1|Banesword|9"|13|2+|-||24|7+|8|Use model||
000003744|1|Basilisk|10"|9|3+|-||11|7+|3|Use model||
000003745|1|Deathstrike|10"|10|3+|-||11|7+|3|Use model||
000003746|1|Doomhammer|9"|13|2+|-||24|7+|8|Use model||
000003747|1|Field Ordnance Battery|4"|5|4+|-||6|7+|2|100mm||
000003748|1|Heavy Weapons Squad|6"|3|5+|-||2|7+|2|50mm||
000003749|1|Hellhammer|9"|13|2+|-||24|7+|8|Use model||
000003750|1|Hellhound|10"|10|2+|-||11|7+|3|Use model||
000003751|1|Hydra|10"|9|3+|-||11|7+|3|Use model||
000003752|1|Kasrkin|6"|3|4+|-||1|7+|1|28mm||
000003753|1|Leman Russ Battle Tank|10"|11|2+|-||13|7+|3|Use model||
000003754|1|Leman Russ Demolisher|10"|11|2+|-||13|7+|3|Use model||
000003755|1|Leman Russ Eradicator|10"|11|2+|-||13|7+|3|Use model||
000003756|1|Leman Russ Executioner|10"|11|2+|-||13|7+|3|Use model||
000003757|1|Leman Russ Exterminator|10"|11|2+|-||13|7+|3|Use model||
000003758|1|Leman Russ Punisher|10"|11|2+|-||13|7+|3|Use model||
000003759|1|Leman Russ Vanquisher|10"|11|2+|-||13|7+|3|Use model||
000003760|1|Manticore|10"|10|3+|-||11|7+|3|Use model||
000003761|1|Munitorum Servitors|6"|3|4+|6||1|8+|0|25mm||
000003762|1|Regimental Attachés|6"|3|5+|-||1|7+|1|||
000003763|1|Rogal Dorn Battle Tank|10"|12|2+|-||18|7+|5|Use model||
000003764|1|Scout Sentinels|10"|7|3+|-||7|7+|2|80mm||
000003765|1|Shadowsword|9"|13|2+|-||24|7+|8|Use model||
000003766|1|Stormlord|9"|13|2+|-||24|7+|8|Use model||
000003767|1|Stormsword|9"|13|2+|-||24|7+|8|Use model||
000003768|1|Wyvern|10"|9|3+|-||11|7+|3|Use model||
000003769|1|Carnodon|12"|10|2+|-||12|7+|3|Use model||
000003770|1|Colossus|10"|10|2+|-||11|7+|3|Use model||
000003771|1|Crassus|10"|11|2+|-||18|7+|5|Use model||
000003772|1|Cyclops Demolition Vehicle|8"|4|3+|-||4|8+|0|Use model||
000003773|1|Death Rider Squadron|12"|4|4+|-||2|7+|1|40mm||
000003774|1|Earthshaker Carriage Battery|4"|7|4+|-||6|7+|2|Use model||
000003775|1|Hades Breaching Drill|6"|9|3+|-||8|7+|2|Use model||
000003776|1|Macharius|9"|13|2+|-||20|7+|8|Use model||
000003777|1|Macharius Vanquisher|9"|13|2+|-||20|7+|8|Use model||
000003778|1|Macharius Vulcan|9"|13|2+|-||20|7+|8|Use model||
000003779|1|Malcador|10"|11|2+|-||18|7+|5|Use model||
000003780|1|Malcador Annihilator|10"|11|2+|-||18|7+|5|Use model||
000003781|1|Malcador Defender|10"|11|2+|-||18|7+|5|Use model||
000003782|1|Malcador Infernus|10"|11|2+|-||18|7+|5|Use model||
000003783|1|Medusa Carriage Battery|4"|7|4+|-||6|7+|2|Use model||
000003784|1|Praetor|10"|11|2+|-||18|7+|5|Use model||
000003785|1|Rapier Laser Destroyer Battery|6"|4|4+|-||3|7+|1|Use model||
000003786|1|Stormblade|9"|13|2+|-||24|7+|8|Use model||
000003787|1|Tarantula Battery|-|5|3+|-||4|7+|0|Use model||
000003788|1|Trojan Support Vehicle|10"|9|3+|-||11|7+|2|Use model||
000003789|1|Valdor|9"|13|2+|-||20|7+|8|Use model||
000003790|1|Arkurian Stormhammer|9"|13|2+|-||24|7+|8|Use model||
000003791|1|Armageddon-pattern Medusa|10"|9|3+|-||11|7+|3|Use model||
000003792|1|Atlas Recovery Vehicle|10"|9|3+|-||10|7+|3|Use model||
000003793|1|Centaur Light Carrier|10"|7|3+|-||7|7+|1|Use model||
000003794|1|GRENADIER|6"|3|4+|-||1|7+|2|25mm||
000003794|2|HEAVY WEAPONS TEAM|6"|3|4+|-||2|7+|1|60mm||
000003795|1|Dominus Armoured Siege Bombard|9"|13|2+|-||20|7+|8|Use model||
000003796|1|Elysian Drop Sentinel|10"|6|3+|-||6|7+|2|60mm||
000003797|1|Elysian Sniper Squad|6"|3|5+|-||2|7+|2|60mm||
000003798|1|Gorgon Heavy Transport|9"|13|2+|5|Against ranged attacks only|20|7+|8|Use model||
000003799|1|Griffon Mortar Carrier|10"|9|3+|-||11|7+|3|Use model||
000003800|1|Heavy Mortar Team|4"|5|3+|-||4|7+|2|Use model||
000003801|1|Heavy Quad Launcher Team|4"|5|3+|-||4|7+|2|Use model||
000003802|1|Macharius Omega|9"|13|2+|-||20|7+|8|Use model||
000003803|1|Minotaur|10"|11|2+|-||18|7+|5|Use model||
000003804|1|Mukaali Riders|8"|6|4+|-||5|7+|2|40mm||
000003805|1|Salamander Command Vehicle|12"|8|3+|-||10|7+|3|Use model||
000003806|1|Salamander Scout Vehicle|12"|8|3+|-||10|7+|3|Use model||
000003807|1|Sentinel Powerlifter|8"|7|3+|-||6|7+|2|Use model||
000003808|1|Stygies Destroyer Tank Hunter|10"|11|2+|-||13|7+|3|Use model||
000003809|1|Tauros Assault Vehicle|12"|6|4+|-||6|7+|2|Use model||
000003810|1|Tauros Venator|12"|6|4+|-||6|7+|2|Use model||
000003811|1|Celestian Sacresant Aveline|6"|3|3+|4||4|7+|1|50mm||
000003812|1|Ministorum Priest|6"|3|6+|4||3|7+|1|32mm||
000003813|1|Grey Knights Terminator Squad|5"|5|2+|4||3|6+|2|40mm||
000003814|1|Watch Captain Artemis|6"|4|3+|4||4|6+|1|32mm||
000003815|1|Watch Master|6"|4|2+|4||5|6+|1|32mm||
000003816|1|Deathwatch Veterans|6"|4|3+|-||2|6+|2|32mm||
000003817|1|Corvus Blackstar|20+"|10|3+|-||14|6+|0|120 x 92mm flying base||
000003818|1|Battle Sisters Squad|6"|3|3+|6||1|7+|2|32mm||
000003819|1|Immolator|12"|10|3+|6||11|7+|2|Use model||
000003820|1|Chimera|10"|9|3+|-||11|7+|2|Use model||
000003821|1|KILL TEAM VETERAN|6"|4|3+|-||2|6+|2|32mm||
000003821|2|KILL TEAM BIKER|12"|5|3+|-||3|6+|2|75 x 42mm||
000003821|3|CHAPLAIN CASSIUS|6"|4|3+|4||4|5+|2|32mm||
000003821|4|KILL TEAM TERMINATOR|5"|5|2+|4||3|6+|2|40mm||
000003822|1|Deathwatch Terminator Squad|5"|5|2+|4||3|6+|1|40mm||
000003823|1|Veteran Bike Squad|12"|5|3+|-||3|6+|2|75 x 25mm||
000003824|1|KILL TEAM VETERANS|6"|4|3+|-||2|6+|1|32mm||
000003824|2|KILL TEAM BIKER|12"|5|3+|-||3|6+|2|75 x 42mm||
000003824|3|KILL TEAM TERMINATOR|5"|5|2+|4|* Kill Team Terminator models only.|3|6+|1|40mm||
000003825|1|KILL TEAM INTERCESSOR|6"|4|3+|-||2|6+|1|32mm||
000003825|2|KILL TEAM OUTRIDER|12"|5|3+|-||4|6+|2|90 x 52mm||
000003826|1|Indomitor Kill Team|5"|6|3+|-||3|6+|1|40mm||
000003827|1|Spectrus Kill Team|6"|4|3+|-||2|6+|1|32mm|Kill Team Infiltrators with bolt sniper rifles 40mm|
000003828|1|Daemonhost|6"|3|5+|5||3|7+|0|25mm||
000003829|1|Jokaero Weaponsmith|6"|3|5+|4||2|7+|0|25mm||
000003830|1|Imperial Rhino|12"|9|3+|-||10|6+|2|Use model||
000003831|1|Captain|6"|4|3+|4||5|6+|1|40mm||
000003832|1|Death Company Captain|6"|4|3+|4||5|6+|1|40mm||
000003833|1|Death Company Captain|12"|4|3+|4||5|6+|1|40mm||
000003834|1|Tempestus Aquilons|6"|3|4+|-||1|7+|1|28mm|Servo-Sentry 40mm|
000003835|1|Death Company Dreadnought with Magna-grapple|8"|9|2+|-||8|6+|3|90mm||
000003836|1|Death Company Marines with Boltguns|6"|4|3+|-||2|6+|1|32mm||
000003837|1|Death Company Marines with Boltguns and Jump Packs|12"|4|3+|-||2|6+|1|32mm||
000003838|1|Lieutenant Titus|6"|4|3+|-||5|6+|1|40mm||
000003839|1|Tech-priest Dominus|6"|4|2+|5||4|7+|1|50mm||
000003840|1|Tech-priest Manipulus|6"|4|2+|5||4|7+|1|50mm||
000003841|1|Skitarii Marshal|6"|3|4+|5||3|6+|1|32mm||
000003842|1|Skitarii Rangers|6"|3|4+|5||1|7+|2|25mm|60 x 35mm if equipped with transuranic arquebus|
000003843|1|Skitarii Vanguard|6"|3|4+|5||1|7+|2|25mm|60 x 35mm if equipped with transuranic arquebus|
000003844|1|Cultist Firebrand|6"|4|4+|-||4|6+|1|32mm||
000003845|1|CULT DEMAGOGUE|6"|3|6+|-||4|6+|1|32mm||
000003845|2|OTHER MODELS|6"|3|6+|-||1|7+|1|28mm||
000003846|1|TRAITOR ENFORCER|6"|3|5+|5|* Traitor Enforcer model only.|3|6+|1|32mm||
000003846|2|TRAITOR OGRYN|6"|6|5+|-||4|7+|1|40mm||
000003847|1|Renegade Enforcer|6"|3|5+|5||3|6+|1|25mm||
000003848|1|Rogue Psyker|6"|3|5+|-||3|7+|1|32mm||
000003849|1|Cultist Mob|6"|3|6+|-||1|7+|1|25mm||
000003850|1|Cultist Mob with Firearms|6"|3|6+|-||1|7+|1|25mm||
000003851|1|MUTANT|6"|4|6+|-||1|7+|1|25mm||
000003851|2|TORMENT|6"|4|6+|-||3|7+|1|40mm||
000003852|1|Fellgor Beastmen|6"|4|5+|-||1|7+|1|32mm||
000003853|1|Traitor Guardsmen Squad|6"|3|5+|-||1|7+|2|25mm||
000003854|1|NIGHTMARE HULK|5"|5|6+|-||4|7+|1|40mm||
000003854|2|GELLERPOX MUTANTS|5"|5|6+|-||1|7+|1|25mm||
000003855|1|Mutoid Vermin|8"|2|7+|-||1|8+|0|25mm||
000003856|1|Negavolt Cultists|6"|3|7+|5||1|7+|1|32mm||
000003857|1|Renegade Heavy Weapons Squad|6"|3|5+|-||2|7+|2|40mm||
000003858|1|OGRYN PACK MASTER|6"|6|5+|-||4|7+|1|40mm||
000003858|2|CHAOS MAULER HOUND|6"|4|6+|-||1|7+|1|60 x 35mm||
000003859|1|Renegade Ogryn Brutes|6"|6|5+|-||3|7+|1|40mm||
000003860|1|Renegade Plague Ogryns|5"|7|5+|-||3|7+|1|40mm||
000003861|1|BREAKA BOY|6"|5|4+|-||2|7+|1|32mm|Nob on 40mm|
000003862|1|Death Jester|8"|3|6+|4||4|6+|1|25mm||
000003863|1|Shadowseer|8"|3|6+|4||4|6+|1|25mm||
000003864|1|Solitaire|12"|3|6+|3||3|6+|1|25mm||
000003865|1|Troupe Master|8"|3|6+|4||4|6+|1|25mm||
000003866|1|Starweaver|14"|6|4+|4||6|6+|1|65mm||
000003867|1||-|12|3+|-||14|6+|0|Use model||
000003868|1|Skyweavers|14"|4|4+|4||3|6+|2|60mm flying base||
000003869|1|Troupe|8"|3|6+|4||1|6+|1|25mm||
000003870|1|Voidweaver|14"|6|4+|4||6|6+|2|65mm||
000003871|1|Watch Master|6"|4|2+|4||5|6+|1|32mm||
000003872|1|Watch Captain Artemis|6"|4|3+|4||4|6+|1|32mm||
000003873|1|Deathwatch Terminator Squad|5"|5|2+|4||3|6+|1|40mm||
000003874|1|KILL TEAM SERGEANT WITH JUMP PACK AND KILL TEAM INTERCESSORS WITH JUMP PACKS|12"|4|3+|-||2|6+|1|32mm||
000003874|2|KILL TEAM HEAVY INTERCESSORS WITH JUMP PACKS|10"|6|3+|-||3|6+|1|40mm||
000003875|1|KILL TEAM VETERAN|6"|4|3+|-||2|6+|2|32mm||
000003875|2|KILL TEAM BIKER|12"|5|3+|-||3|6+|2|75 x 42mm||
000003875|3|CHAPLAIN CASSIUS|6"|4|3+|4||4|5+|2|32mm||
000003875|4|KILL TEAM TERMINATOR|5"|5|2+|4||3|6+|2|40mm||
000003876|1|Legionaries|6"|4|3+|-||2|6+|1|32mm||
000003877|1|Deathleaper|8"|6|3+|4||7|7+|1|60mm||
000003878|1|Parasite Of Mortrex|12"|5|4+|-||5|8+|1|40mm||
000003879|1|Winged Hive Tyrant|12"|9|2+|4||10|7+|3|60mm||
000003880|1|Winged Tyranid Prime|12"|5|4+|-||6|7+|1|50mm||
000003881|1|Gargoyles|12"|3|6+|-||1|8+|2|32mm flying base||
000003882|1|Tyrannocyte|8"|9|3+|-||10|8+|2|100mm||
000003883|1|Lictor|8"|6|4+|-||6|7+|1|50mm||
000003884|1|Mawloc|10"|10|3+|-||14|8+|4|120 x 92mm||
000003885|1|Neurolictor|8"|5|4+|4||7|7+|1|50mm||
000003886|1|Raveners|10"|5|5+|-||3|8+|1|40mm||
000003887|1|Trygon|10"|10|3+|-||14|8+|4|120 x 92mm||
000003888|1|Von Ryan’s Leapers|10"|5|4+|6||3|8+|1|40mm||
