datasheet_id|line|ability_id|model|name|description|type|parameter|
000000045|2|||Gun-crazy Show-offs|Each time a model in this unit targets the closest eligible target with its snazzgun, until the end of the phase, that weapon has an Attacks characteristic of 4.|Datasheet||
000000045|3|||Ammo Runt|Once per battle, when this unit is selected to shoot, it can use this ability. If it does, until the end of the phase, ranged weapons equipped by models in this unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> ability.<br><br><b>Designer’s Note:</b> <i>Place an Ammo Runt token next to the unit, removing it after this ability has been used.</i>|Wargear||
000000046|1|000008339||||Core|2D6|
000000046|2|000003676||||Faction||
000000046|3|||Waaagh! Effigy (Aura)|While a friendly <span class="kwb">ORKS</span> unit is within 12" of this model, each time you take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a> for that unit, add 1 to that test.|Datasheet||
000000046|4|||Stompin’ Forward|Each time this model makes a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a>, <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back</a> move, it can move over models (excluding <span class="kwb">TITANIC</span> models) and <a href="/wh40k10ed/the-rules/core-rules/#Terrain-Features-1">terrain features</a> that are 4" or less in height as if they were not there.|Datasheet||
000000049|1|000008339||||Core|1|
000000049|2|000003676||||Faction||
000000049|3|||Scatter!|Once per turn, when an enemy unit ends a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a>, <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back</a> move within 9" of this unit, if this unit is not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units, it can make a Normal move of up to 6".|Datasheet||
000000050|1|000008339||||Core|D3|
000000050|2|000003676||||Faction||
000000050|3|||Bizarrely Resilient|Each time an attack targets this model, worsen the Armour Penetration characteristic of that attack by 1.|Datasheet||
000000051|1|000008339||||Core|D6|
000000051|2|000008334||||Core|10|
000000051|3|000003676||||Faction||
000000051|4|||Trample|Each time this model is selected to fight, you can select one enemy unit within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of it and roll one D6, adding 2 to the result if this model made a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a> this turn: on a 4-5, that enemy unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>; on a 6+, that enemy unit suffers 3 mortal wounds.|Datasheet||
000000052|1|000008339||||Core|D6|
000000052|2|000003676||||Faction||
000000052|3|||Mekaniak|At the end of your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, you can select one friendly <span class="tooltip00374" data-tooltip-content="#tooltip_content00374" data-tooltip-anchor="#tooltip_content00374"><span class="kwb">ORKS</span> <span class="kwb">VEHICLE</span></span> model within 3" of this model. That <span class="kwb">VEHICLE</span> model regains up to D3 lost wounds, and, until the start of your next Movement phase, each time that <span class="kwb">VEHICLE</span> model makes an attack, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>. Each model can only be selected for this ability once per turn.|Datasheet||
000000052|4|||Dead Rippy|If this model is equipped with 2 dread killsaws, those weapons have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Twin-linked">[TWIN-LINKED]</a></span> ability. If this model is equipped with 2 dread rippa klaws, those weapons have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Twin-linked">[TWIN-LINKED]</a></span> ability.|Datasheet||
000000053|1|000008339||||Core|D6|
000000053|2|000003676||||Faction||
000000053|3|||Da Bigger Dey Are, da Better Dey Drop|Each time an attack made with this model’s lifta-droppa destroys an enemy model that has the <a href="/wh40k10ed/the-rules/core-rules/#Assault">Deadly Demise</a> ability, that model’s Deadly Demise ability inflicts <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on a D6 roll of 3+ instead of on a 6.|Datasheet||
000000054|1|000008339||||Core|D3|
000000054|2|000008334||||Core|12|
000000054|3|000003676||||Faction||
000000054|4|||Spiked Ram|Each time this model ends a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a>, select one enemy unit within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of it and roll one D6: on a 2-5, that enemy unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>; on a 6, that enemy unit suffers 3 mortal wounds.|Datasheet||
000000055|1|000008339||||Core|D6|
000000055|2|000008334||||Core|6|
000000055|3|000003676||||Faction||
000000055|4|||Big Booms|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after selecting a target for this model’s supa-kannon, roll one D6 for the target unit and every other unit within 3" of that unit: on a 5+, the unit being rolled for is struck by a concussive wave. After this model has finished making its attacks against that target unit this phase, each unit struck by a concussive wave this phase suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|Datasheet||
000000056|1|000008339||||Core|D6+2|
000000056|2|000003676||||Faction||
000000056|3|||Wall of Dakka|Each time this model makes a ranged attack that targets a unit within half range, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000000057|1|000008339||||Core|D3|
000000057|2|000008343||||Core||
000000057|3|000008334||||Core|12|
000000057|4|000003676||||Faction||
000000057|5|||Big Bomms|Once per battle, after the bearer ends a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, you can select one enemy unit it moved across during that move and roll six D6: for each 4+, that unit suffers 1 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|Wargear||
000000057|6|||Aerial Deployment|If this model starts the game in <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>, it can be set up in the <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your first, second or third <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, regardless of any mission rules.|Datasheet||
000000059|1|000008339||||Core|2D6|
000000059|2|000008334||||Core|20|
000000059|3|000003676||||Faction||
000000059|4|||Gargantuan|Each time this model makes a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a>, <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back</a> move, it can move over models (excluding <span class="kwb">TITANIC</span> models) and <a href="/wh40k10ed/the-rules/core-rules/#Terrain-Features-1">terrain features</a> that are 4" or less in height as if they were not there.|Datasheet||
000000059|5|||Walking Bastion|This model does not suffer the penalty to its <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit rolls</a> for making ranged attacks while enemy units are within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of it.|Datasheet||
000000060|1|000008346||||Core||
000000060|2|000008350||||Faction||
000000060|3|||Surgical Precision|While this model is leading a unit, weapons equipped by models in that unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> ability.|Datasheet||
000000060|4|||Vivispectrum|If this model’s unit destroys an enemy unit as the result of a melee attack, until the end of the battle, this model has an Objective Control characteristic of 9.|Datasheet||
000000061|1|000008350||||Faction||
000000061|2|||Astartes Shield|The bearer has a 4+ <a href="/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|Wargear||
000000061|3|||Chainsword Doctrines|Each time this unit is selected to fight, select one of the following abilities to apply to all Astartes chainswords equipped by models in this unit until the end of the phase: <br><ul><li><span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> </li><li><span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> </li><li><span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lance">[LANCE]</a></span></li></ul>|Datasheet||
000000063|1|000008346||||Core||
000000063|2|000008350||||Faction||
000000063|3|||Narthecium|While this model is leading a unit, in your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can return 1 destroyed model (excluding <span class="tooltip01040" data-tooltip-content="#tooltip_content01040" data-tooltip-anchor="#tooltip_content01040"><span class="kwb">CHARACTER</span></span> models) to that unit.|Datasheet||
000000063|4|||Gene-seed Recovery|When this model’s <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">Bodyguard</a> unit is destroyed, roll one D6: on a 2+, you gain 1CP.|Datasheet||
000000064|1|000008343||||Core||
000000064|2|000008350||||Faction||
000000064|3|||Astartes Shield|The bearer has a 4+ <a href="/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|Wargear||
000000064|4|||Hammer of Wrath|Each time this unit ends a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a>, select one enemy unit within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of it and roll one D6 for each model in this unit: for each 4+, that enemy unit suffers 1 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|Datasheet||
000000065|1|000008339||||Core|D6|
000000065|2|000008350||||Faction||
000000065|3|||Assault Ramp|Each time a unit <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembarks</a> from this model after it has made a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, that unit is still eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> this turn.|Datasheet||
000000065|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000066|1|000008339||||Core|D6|
000000066|2|000008350||||Faction||
000000066|3|||Assault Ramp|Each time a unit <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembarks</a> from this model after it has made a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, that unit is still eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> this turn.|Datasheet||
000000066|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000067|1|000008339||||Core|D6|
000000067|2|000008350||||Faction||
000000067|3|||Rites of Battle|Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, one unit from your army with this ability can use it when its unit is targeted with a <a href="/wh40k10ed/the-rules/core-rules/#Stratagems">Stratagem</a>. If it does, reduce the CP cost of that use of that Stratagem by 1CP.|Datasheet||
000000067|4|||Assault Ramp|Each time a unit <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembarks</a> from this model after it has made a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, that unit is still eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> this turn.|Datasheet||
000000067|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000068|1|000008343||||Core||
000000068|2|000008350||||Faction||
000000068|3|||Suppression Fire|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this unit has shot, select one enemy unit hit by one or more of those attacks made with an accelerator autocannon. Until the start of your next turn, while this unit is on the battlefield, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000000070|1|000008350||||Faction||
000000070|2|||Combat Squads|At the start of the <a href="/wh40k10ed/the-rules/core-rules/#Declare-Battle-Formations">Declare Battle Formations</a> step, before any units have been set up, this unit can be split into two units, each containing five models.|Datasheet||
000000071|1|000008350||||Faction||
000000071|2|||Bladeguard|At the start of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, you can select one of the following abilities to apply to models in this unit until the end of the phase: <br><ul><li><b>Swords of the Chapter:</b> Each time a model in this unit makes a melee attack, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1. </li><li><b>Shields of the Chapter:</b> Each time an <a href="/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saving throw</a> is made for a model in this unit, re-roll a saving throw of 1.</li></ul>|Datasheet||
