datasheet_id|line|button|description|
000000305|4|•|Up to 2 Grey Hunters can each have their boltgun replaced with one of the following:<ul style="list-style-type:circle"><li>1 flamer</li><li>1 grav-gun</li><li>1 meltagun</li><li>1 plasma gun</li></ul>|
000000306|1|•|None|
000000308|1|•|This model’s boltgun can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 helfrost pistol</li></ul>|
000000310|1|•|1 Wolf Scout’s boltgun and bolt pistol can be  replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol and 1 power weapon</li><li>1 plasma pistol and 1 boltgun</li></ul>|
000000310|2|•|1 Wolf Scout’s boltgun can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 flamer</li><li>1 grav-gun</li><li>1 heavy bolter</li><li>1 meltagun</li><li>1 missile launcher</li><li>1 plasma gun</li></ul>|
000000310|3|•|Any number of models can each have their boltgun replaced with one of the following:<ul style="list-style-type:circle"><li>1 Astartes shotgun</li><li>1 combat knife</li></ul>|
000000310|4|•|The Wolf Scout Pack Leader’s bolt pistol and boltgun can be replaced with with 1 twin lightning claws, or two different weapons from the following list:*<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 boltgun</li><li>1 combi-weapon</li><li>1 grav-pistol</li><li>1 hand flamer</li><li>1 inferno pistol</li><li>1 plasma pistol</li><li>1 storm bolter</li><li>1 Astartes chainsword</li><li>1 power fist</li><li>1 power weapon</li><li>1 thunder hammer.</li></ul>|
000000310|5|*|* This model can only be equipped with two ranged weapons if one of them is a Pistol (and it can only have one Pistol)|
000000311|1|•|Any number of models can each be equipped with 1 stormfrag auto-launcher.|
000000311|2|•|Any number of models can each have their Wulfen claws and melee weapons replaced with 1 Wulfen hammer and 1 storm shield.|
000000314|1|•|None|
000000315|1|•|Any number of models can have their bolt pistol replaced with one of the following:<ul style="list-style-type:circle"><li>1 boltgun</li><li>1 combi-weapon</li><li>1 plasma pistol</li><li>1 storm bolter</li><li>1 storm shield</li></ul>|
000000317|1|•|None|
000000318|1|•|Any number of models can each have their power fist and storm bolter or power weapon and storm bolter replaced with two of the following:<ul style="list-style-type:circle"><li>1 storm bolter*</li><li>1 combi-weapon*</li><li>1 chainfist</li><li>1 power fist</li><li>1 power weapon</li><li>1 thunder hammer</li><li>1 storm shield*</li></ul>|
000000318|2|•|For every 5 models in this unit, one Wolf Guard Terminator can replace its storm bolter with one of the following:<ul style="list-style-type:circle"><li>1 assault cannon</li><li>1 heavy flamer</li><li>1 storm bolter and 1 cyclone missile launcher (this model’s storm bolter cannot be replaced)</li></ul>|
000000318|3|•|Any number of models can each have their power fist and storm bolter or power weapon and storm bolter replaced with 1 twin lightning claws. |
000000318|4|*|* Each model cannot have duplicates of these pieces of wargear and cannot have both a storm bolter and a combi-weapon.|
000000321|1|•|This model’s 2 skyhammer missile launchers can replaced with one of the following:<ul style="list-style-type:circle"><li>2 twin heavy bolters</li><li>2 twin multi-meltas</li></ul>|
000000322|1|•|Any number of models can each have their bolt pistol replaced with one of the following:<ul style="list-style-type:circle"><li>1 boltgun</li><li>1 plasma pistol</li><li>1 storm shield</li></ul>|
000000323|1|•|None|
000000324|1|•|The Skyclaw Pack Leader’s Astartes chainsword can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 power fist</li><li>1 power weapon</li></ul>|
000000324|2|•|The Skyclaw Pack Leader’s bolt pistol can be replaced with 1 plasma pistol.|
000000324|3|•|Up to 2 Skyclaws can each have their bolt pistol and Astartes chainsword replaced with one of the following:<ul style="list-style-type:circle"><li>1 plasma pistol and 1 Astartes chainsword</li><li>1 flamer and 1 close combat weapon</li><li>1 grav-gun and 1 close combat weapon</li><li>1 meltagun and 1 close combat weapon</li><li>1 plasma gun and 1 close combat weapon</li></ul>|
000000325|1|•|This model’s 2 skyhammer missile launchers can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 twin multi-meltas</li><li>2 twin heavy bolters</li></ul>|
000000325|2|•|This model’s twin stormstrike missile launcher can be replaced with 1 twin lascannon.|
000000326|1|•|Any number of Long Fangs can each have their boltgun replaced with one of the following:<ul style="list-style-type:circle"><li>1 grav-cannon</li><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 multi-melta</li><li>1 plasma cannon</li></ul>|
000000326|2|•|The Long Fang Pack Leader’s boltgun can be replace with one of the following<ul style="list-style-type:circle"><li>1 flamer</li><li>1 grav-gun</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 plasma pistol</li></ul>|
000000326|3|•|The Long Fang Pack Leader’s close combat weapon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Astartes chainsword</li><li>1 power fist</li><li>1 power weapon</li></ul>|
000000358|1|•|This model’s twin assault cannon can be replaced with 1 twin lascannon.|
000000358|2|•|This model’s 2 Blackstar rocket launchers can be replaced with 2 stormstrike missile launchers.|
000000358|3|•|This model can be equipped with 1 hurricane bolter.|
000000358|4|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 auspex array</li><li>1 infernum halo-launcher</li></ul>|
000000373|1|•|None|
000000374|1|•|None|
000000375|1|•|This model’s storm bolter can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 incinerator</li><li>1 psilencer</li><li>1 psycannon</li></ul>|
000000376|1|•|This model’s storm bolter can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 incinerator</li><li>1 psilencer</li><li>1 psycannon</li></ul>|
000000377|1|•|None|
000000379|1|•|None|
000000380|1|•|None|
000000381|1|•|For every 5 models in this unit, 1 Grey Knight’s storm bolter and Nemesis force weapon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 incinerator and 1 close combat weapon</li><li>1 psilencer and 1 close combat weapon</li><li>1 psycannon and 1 close combat weapon</li></ul>|
000000382|1|•|For every 5 models in this unit, 1 Brotherhood Terminator’s storm bolter can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 incinerator</li><li>1 psilencer</li><li>1 psycannon</li></ul>|
000000382|2|•|1 Brotherhood Terminator can have its storm bolter replaced with 1 narthecium.*|
000000382|3|•|1 Brotherhood Terminator equipped with a storm bolter can be equipped with 1 Ancient’s banner.*|
000000382|4|*|* You cannot select both of these options for the same model.|
000000383|1|•|For every 5 models in this unit, up to 2 Purifiers can each have their storm bolter and Nemesis force weapon replaced with one of the following:<ul style="list-style-type:circle"><li>1 incinerator and 1 close combat weapon</li><li>1 psilencer and 1 close combat weapon</li><li>1 psycannon and 1 close combat weapon</li></ul>|
000000384|1|•|For every 5 models in this unit, up to 2 Paladins can each have their storm bolter replaced with one of the following:<ul style="list-style-type:circle"><li>1 incinerator</li><li>1 psilencer</li><li>1 psycannon</li></ul>|
000000384|2|•|1 Paladin equipped with a storm bolter and Nemesis force weapon can be equipped with 1 Ancient’s banner. That model’s storm bolter can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 incinerator</li><li>1 psilencer</li><li>1 psycannon</li></ul>|
000000387|1|•|For every 5 models in this unit, 1 Interceptor’s storm bolter and Nemesis force weapon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 incinerator and 1 close combat weapon</li><li>1 psilencer and 1 close combat weapon</li><li>1 psycannon and 1 close combat weapon</li></ul>|
000000388|1|•|Up to 4 Purgators can each have their storm bolter and Nemesis force weapon replaced with one of the following:<ul style="list-style-type:circle"><li>1 incinerator and 1 close combat weapon</li><li>1 psilencer and 1 close combat weapon</li><li>1 psycannon and 1 close combat weapon</li></ul>|
000000389|1|•|This model can be equipped with up to two of the following, but cannot take duplicates:<ul style="list-style-type:circle"><li>1 gatling psilencer</li><li>1 heavy incinerator</li><li>1 heavy psycannon</li></ul>|
000000389|2|•|This model’s dreadfists can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Nemesis daemon greathammer</li><li>1 Nemesis greatsword</li></ul>|
000000390|1|•|This model’s assault cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy plasma cannon</li><li>1 multi-melta</li><li>1 twin lascannon</li></ul>|
000000390|2|•|This model’s assault cannon, storm bolter and Dreadnought combat weapon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy psycannon, 1 storm bolter and 1 Nemesis doomglaive</li><li>1 heavy psycannon, 1 incinerator and 1 Nemesis doomglaive</li></ul>|
000000390|3|•|This model’s storm bolter and Dreadnought combat weapon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 missile launcher and 1 armoured feet</li><li>1 heavy flamer and 1 Dreadnought combat weapon</li></ul>|
000000391|1|•|This model can be equipped with 1 hunter-killer missile.|
000000391|2|•|This model can be equipped with 1 multi-melta.|
000000391|3|•|This model can be equipped with 1 storm bolter.|
000000392|1|•|This model can be equipped with 1 hunter-killer missile.|
000000392|2|•|This model can be equipped with 1 multi-melta.|
000000392|3|•|This model can be equipped with 1 storm bolter.|
000000393|1|•|This model can be equipped with 1 hunter-killer missile.|
000000393|2|•|This model can be equipped with 1 multi-melta.|
000000393|3|•|This model can be equipped with 1 storm bolter.|
000000395|1|•|This model can be equipped with 1 hunter-killer missile.|
000000395|2|•|This model can be equipped with 1 storm bolter.|
000000395|3|•|This model’s twin heavy bolter can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin assault cannon</li><li>1 twin lascannon</li></ul>|
000000396|1|•|This model can be equipped with 1 additional storm bolter.|
000000396|2|•|This model can be equipped with 1 hunter-killer missile.|
000000397|1|•|Up to 2 models can each have their Servitor’s servo-arm replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter and 1 Servitor’s tools</li><li>1 multi-melta and 1 Servitor’s tools</li><li>1 plasma cannon and 1 Servitor’s tools</li></ul>|
000000398|1|•|This model can be equipped with 2 hurricane bolters.|
000000398|2|•|This model’s twin assault cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin heavy plasma cannon</li><li>1 twin lascannon</li></ul>|
000000398|3|•|This model’s typhoon missile launcher can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin heavy bolter</li><li>1 twin multi-melta</li></ul>|
000000399|1|•|This model’s boltgun can be replaced with 1 bolt pistol.|
000000400|1|•|This model’s assault cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy plasma cannon</li><li>1 multi-melta</li><li>1 twin lascannon</li></ul>|
000000400|2|•|This model’s storm bolter and Dreadnought combat weapon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 missile launcher and 1 armoured feet</li><li>1 heavy flamer and 1 Dreadnought combat weapon</li></ul>|
000000402|1|•|This model’s high-output burst cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 burst cannon</li><li>1 cyclic ion blaster*</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system*</li></ul>|
000000402|2|•|This model can be equipped with up to two of the following, and can take duplicates:<ul style="list-style-type:circle"><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">gun</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">marker</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">shield</span> <span class="tt kwbu">drone</span></span></li></ul>|
